"V1","V2"
2.37775127777377,5.34297850111294
4.29715079125917,2.11053673873906
1.78590902474942,4.8212961710552
2.64865841901957,5.26043596319958
3.92258695496857,5.84526743383754
1.86444661352318,8.66216908949194
2.7634332417355,4.87554564355444
3.6648709870889,4.45553099696501
1.03803223775629,4.94569049365152
1.11977171551197,4.43004501805594
2.20855580384808,4.9946531619402
3.33570188356734,5.3493802507377
3.1687929925422,6.68542685409965
3.89971974450831,4.16869148021169
1.29086716707756,6.69028987548476
1.96001271156238,2.3001458977025
3.37338749699835,3.73829978592328
2.44732097855802,3.3376882421506
3.76500199357547,4.61221909089144
3.49241667988989,5.61082039564896
2.86974821435997,4.93522131191418
4.26657459183341,3.92820096272213
3.27374664332138,6.53156045033419
4.25199251129988,4.98862473639976
3.24229250096636,6.01203825729728
4.26726785364541,4.16931554538745
3.14898120748775,4.34522103427976
1.6668786523495,7.11530438071676
2.83200414310461,5.29186266966131
4.44927582521972,4.03383923707864
3.58849413645691,3.20493988958238
3.04580759894298,5.72554136044293
2.51638020879901,3.64887531676015
4.30691341422808,5.55698467000791
2.51128589872372,5.00931346778868
3.08323583587153,6.73237574054853
2.59325983765768,3.58729965350563
2.48522461904251,5.90442289759905
4.71027111317706,5.83443831530219
0.634756817047828,2.89545405334955
2.73240466904897,5.34110196268115
2.01810471663427,4.48339521028173
3.48109648417248,5.05352139659227
4.62914750366781,6.12951385627558
3.31173727228428,3.25542666773899
4.20108139746497,6.13702786595551
1.17890469407688,5.19190730690569
2.14487135494588,6.60467449902412
3.48550089597716,4.43234646802211
3.12933375760883,5.58134492221032
2.03451145273487,5.6662021718569
0.909840998116555,4.42132190229879
2.6026709706218,3.70853028464107
3.52153799977815,2.43702124201902
2.80591659758977,3.59009994457136
3.29866063120595,3.29832574610906
3.52948581726753,6.83578466245995
2.88283067575341,2.92076262222295
2.20370342724643,4.82291546568043
0.304586659047252,4.35389226144085
2.90773272693505,3.44167760169487
2.90884405159243,4.85976427182026
2.52101238269415,4.44506877544062
2.03219321531266,5.77659070104136
2.16846180764536,4.9233830023388
2.93894401135049,6.45910511702305
2.67369913700974,3.89286970990045
2.46753069297677,6.28086210892046
2.57832377558301,5.66385468080146
2.1184923197763,6.3734536660237
3.14291632093973,6.42159073420865
3.10302588217415,4.44180576550819
3.7224618351626,7.96171498212435
2.18137444024945,5.57940984083463
1.70737805440785,4.30498191229644
3.92256178609753,6.68657230341429
3.84424477608948,2.19935666389745
1.4546716399677,6.34263409929727
1.56656400841588,4.13445350740013
1.76447864612634,4.55521496995502
1.79632775762109,2.95527758125375
3.31390909052388,6.99226235982049
3.34123237197466,5.61562233694769
3.2930674910511,3.54035568584556
1.75856621509252,6.8815412649034
1.80131353580969,6.06812487833206
1.28015503276004,6.01313383776214
4.46497024062313,5.7816002525653
1.70426758910576,5.50208288679475
3.85328305512249,4.32091717427069
2.48578183897521,3.66514407309308
2.69597201700249,7.06709138248635
3.55567377919019,7.39451525270512
3.07319653892816,5.31717707930803
3.70831288349048,4.3686694952656
2.84971166223913,2.80354952062098
2.97362773411612,3.09687050020864
2.21068730257098,4.81281665796176
5.05210547354217,5.99519735591378
1.67881472184598,1.61101104252831
